Id,SalePrice
1994,185000
1995,185000
1996,250000
1997,190000
1998,385000
1999,211000
2000,290000
2001,290000
2002,190000
2003,230000
2004,250000
2005,185000
2006,185000
2007,190000
2008,185000
2009,190000
2010,185000
2011,147000
2012,140000
2013,178000
2014,185000
2015,185000
2016,190000
2017,180000
2018,135000
2019,110000
2020,125000
2021,110000
2022,190000
2023,135000
2024,190000
2025,271900
2026,176000
2027,144152
2028,144152
2029,155000
2030,180000
2031,185000
2032,202500
2033,181000
2034,155000
2035,190000
2036,155000
2037,155000
2038,377500
2039,155000
2040,190000
2041,190000
2042,185000
2043,140000
2044,110000
2045,143000
2046,135000
2047,140000
2048,135000
2049,110000
2050,140000
2051,93000
2052,140000
2053,139000
2054,100000
2055,140000
2056,140000
2057,135000
2058,190000
2059,139000
2060,140000
2061,140000
2062,157000
2063,137000
2064,140000
2065,140000
2066,140000
2067,120000
2068,141000
2069,110000
2070,135000
2071,86000
2072,81000
2073,124500
2074,140000
2075,140000
2076,110000
2077,125000
2078,139000
2079,140000
2080,135000
2081,135000
2082,141000
2083,140000
2084,110000
2085,139000
2086,147000
2087,140000
2088,132000
2089,86000
2090,115000
2091,140000
2092,140000
2093,140000
2094,115000
2095,140000
2096,128000
2097,100000
2098,140000
2099,68500
2100,140000
2101,140000
2102,135000
2103,100000
2104,256000
2105,140000
2106,163500
2107,118000
2108,110000
2109,139000
2110,135000
2111,140000
2112,140000
2113,135000
2114,135000
2115,115000
2116,108000
2117,140000
2118,135000
2119,115000
2120,98000
2121,110000
2122,110000
2123,110000
2124,140000
2125,135000
2126,140000
2127,140000
2128,132000
2129,110000
2130,135000
2131,100000
2132,140000
2133,155000
2134,140000
2135,90350
2136,135000
2137,135000
2138,140000
2139,152000
2140,135000
2141,140000
2142,135000
2143,140000
2144,143000
2145,130000
2146,141000
2147,140000
2148,140000
2149,120500
2150,197000
2151,135000
2152,124500
2153,140000
2154,127500
2155,135000
2156,233230
2157,235000
2158,190000
2159,190000
2160,185000
2161,250000
2162,385000
2163,250000
2164,290000
2165,140000
2166,144000
2167,215000
2168,190000
2169,185000
2170,190000
2171,134900
2172,140000
2173,207500
2174,190000
2175,240000
2176,136500
2177,250000
2178,190000
2179,140000
2180,290000
2181,181000
2182,190000
2183,185000
2184,139000
2185,140000
2186,140000
2187,140000
2188,140000
2189,359100
2190,100000
2191,93000
2192,135000
2193,135000
2194,100000
2195,135000
2196,148000
2197,135000
2198,125000
2199,140000
2200,140000
2201,175000
2202,140000
2203,140000
2204,135000
2205,135000
2206,139000
2207,140000
2208,140000
2209,190000
2210,151000
2211,100000
2212,135000
2213,110000
2214,140000
2215,110000
2216,140000
2217,115000
2218,133900
2219,132000
2220,100000
2221,275000
2222,275000
2223,260000
2224,290000
2225,140000
2226,215000
2227,190000
2228,190000
2229,211000
2230,140000
2231,190000
2232,185000
2233,282922
2234,180000
2235,176000
2236,141000
2237,250000
2238,145000
2239,147000
2240,164000
2241,169900
2242,140000
2243,115000
2244,155000
2245,91000
2246,135000
2247,124000
2248,130500
2249,143000
2250,152000
2251,240000
2252,190000
2253,140000
2254,160000
2255,185000
2256,178000
2257,200000
2258,140000
2259,185000
2260,52500
2261,157000
2262,180000
2263,250000
2264,755000
2265,259000
2266,185000
2267,501837
2268,190000
2269,180000
2270,140000
2271,190000
2272,190000
2273,134900
2274,180000
2275,235000
2276,140000
2277,124900
2278,140000
2279,135000
2280,108000
2281,202500
2282,155000
2283,83000
2284,83000
2285,155000
2286,127000
2287,170000
2288,274900
2289,250000
2290,250000
2291,250000
2292,250000
2293,385000
2294,240000
2295,423000
2296,315000
2297,250000
2298,170000
2299,250000
2300,250000
2301,190000
2302,230000
2303,190000
2304,250000
2305,185000
2306,176000
2307,185000
2308,190000
2309,185000
2310,176000
2311,202500
2312,181000
2313,185000
2314,185000
2315,178000
2316,147000
2317,169990
2318,178000
2319,176000
2320,185000
2321,392500
2322,176000
2323,184000
2324,140000
2325,190000
2326,140000
2327,190000
2328,185000
2329,185000
2330,185000
2331,290000
2332,290000
2333,290000
2334,250000
2335,190000
2336,290000
2337,196000
2338,271000
2339,181000
2340,340000
2341,181000
2342,190000
2343,185000
2344,190000
2345,250000
2346,185000
2347,185000
2348,190000
2349,190000
2350,250000
2351,190000
2352,180500
2353,250000
2354,147000
2355,147000
2356,145000
2357,167000
2358,190000
2359,178000
2360,128200
2361,140000
2362,260000
2363,156000
2364,156000
2365,202500
2366,148000
2367,130000
2368,176000
2369,130000
2370,155000
2371,151000
2372,176000
2373,190000
2374,367294
2375,180000
2376,385000
2377,278000
2378,154000
2379,185000
2380,140000
2381,140000
2382,140000
2383,181000
2384,190000
2385,140000
2386,139000
2387,108000
2388,140000
2389,140000
2390,141000
2391,140000
2392,109500
2393,140000
2394,140000
2395,140000
2396,135000
2397,125000
2398,110000
2399,86000
2400,86000
2401,110000
2402,135000
2403,110000
2404,140000
2405,140000
2406,125000
2407,125000
2408,140000
2409,139000
2410,140000
2411,110000
2412,135000
2413,140000
2414,177000
2415,110000
2416,108000
2417,135000
2418,135000
2419,140000
2420,135000
2421,135000
2422,135000
2423,159500
2424,140000
2425,381000
2426,140000
2427,140000
2428,140000
2429,110000
2430,125000
2431,135000
2432,135000
2433,125000
2434,125000
2435,125000
2436,106500
2437,110000
2438,135000
2439,129000
2440,140000
2441,118000
2442,100000
2443,119900
2444,140000
2445,85000
2446,140000
2447,140000
2448,140000
2449,140000
2450,140000
2451,115000
2452,265979
2453,117000
2454,139000
2455,139000
2456,170000
2457,135000
2458,135000
2459,100000
2460,140000
2461,135000
2462,115000
2463,157000
2464,107500
2465,140000
2466,140000
2467,140000
2468,135000
2469,135000
2470,190000
2471,140000
2472,118000
2473,140000
2474,135000
2475,190000
2476,135000
2477,145000
2478,140000
2479,135000
2480,135000
2481,135000
2482,110000
2483,110000
2484,140000
2485,115000
2486,140000
2487,140000
2488,129000
2489,140000
2490,141000
2491,110000
2492,190000
2493,140000
2494,140000
2495,135000
2496,190000
2497,140000
2498,110000
2499,84000
2500,144000
2501,135000
2502,139000
2503,135000
2504,385000
2505,190000
2506,250000
2507,380000
2508,250000
2509,190000
2510,190000
2511,185000
2512,190000
2513,190000
2514,320000
2515,145000
2516,185000
2517,145000
2518,84500
2519,190000
2520,190000
2521,185000
2522,200000
2523,110000
2524,155000
2525,140000
2526,140000
2527,128200
2528,100000
2529,110000
2530,120500
2531,190000
2532,190000
2533,190000
2534,190000
2535,190000
2536,184000
2537,282922
2538,190000
2539,185000
2540,202500
2541,178000
2542,185000
2543,125000
2544,140000
2545,140000
2546,140000
2547,155000
2548,112000
2549,180000
2550,160000
2551,145000
2552,135000
2553,93000
2554,139000
2555,100000
2556,110000
2557,140000
2558,239000
2559,140000
2560,100000
2561,79000
2562,135000
2563,115000
2564,115000
2565,115000
2566,85000
2567,140000
2568,256000
2569,190000
2570,151000
2571,228000
2572,145000
2573,180000
2574,160000
2575,140000
2576,135000
2577,140000
2578,100000
2579,106500
2580,140000
2581,140000
2582,125500
2583,392500
2584,140000
2585,185000
2586,215000
2587,215000
2588,100000
2589,140000
2590,190000
2591,174000
2592,185000
2593,224000
2594,180000
2595,176000
2596,190000
2597,190000
2598,200000
2599,141000
2600,242000
2601,147000
2602,80000
2603,79000
2604,80000
2605,151000
2606,147000
2607,215000
2608,215000
2609,140000
2610,109500
2611,190000
2612,157000
2613,130500
2614,143000
2615,140000
2616,135000
2617,105000
2618,145000
2619,110000
2620,185000
2621,185000
2622,185000
2623,190000
2624,377500
2625,372500
2626,140000
2627,151000
2628,260000
2629,410000
2630,250000
2631,260000
2632,260000
2633,185000
2634,260000
2635,140000
2636,190000
2637,140000
2638,250000
2639,140000
2640,140000
2641,110000
2642,155000
2643,83000
2644,122500
2645,113000
2646,118000
2647,118000
2648,140000
2649,135000
2650,146000
2651,148500
2652,260000
2653,228000
2654,240000
2655,340000
2656,250000
2657,215000
2658,178000
2659,250000
2660,290000
2661,170000
2662,315000
2663,190000
2664,190000
2665,230000
2666,185000
2667,185000
2668,178000
2669,202500
2670,250000
2671,178000
2672,173000
2673,173000
2674,169990
2675,144152
2676,185000
2677,185000
2678,250000
2679,250000
2680,250000
2681,240000
2682,290000
2683,260000
2684,290000
2685,290000
2686,250000
2687,271000
2688,181000
2689,185000
2690,385000
2691,190000
2692,147000
2693,190000
2694,147000
2695,185000
2696,178000
2697,280000
2698,185000
2699,202500
2700,176000
2701,185000
2702,135000
2703,144000
2704,140000
2705,110000
2706,115000
2707,140000
2708,135000
2709,135000
2710,135000
2711,185000
2712,290000
2713,140000
2714,151000
2715,173000
2716,145000
2717,174000
2718,190000
2719,157900
2720,140000
2721,140000
2722,140000
2723,140000
2724,110000
2725,135000
2726,140000
2727,170000
2728,140000
2729,140000
2730,140000
2731,110000
2732,135000
2733,140000
2734,110000
2735,145000
2736,140000
2737,110000
2738,110000
2739,140000
2740,115000
2741,125000
2742,140000
2743,160000
2744,139000
2745,135000
2746,135000
2747,140000
2748,140000
2749,135000
2750,139000
2751,108000
2752,235000
2753,176000
2754,244000
2755,140000
2756,108000
2757,110000
2758,133900
2759,140000
2760,140000
2761,139000
2762,139000
2763,140000
2764,140000
2765,190000
2766,140000
2767,110000
2768,110000
2769,139000
2770,140000
2771,125000
2772,125000
2773,133900
2774,140000
2775,100000
2776,127000
2777,140000
2778,115000
2779,140000
2780,100000
2781,110000
2782,110000
2783,135000
2784,135000
2785,140000
2786,89000
2787,110000
2788,100000
2789,137000
2790,132000
2791,155000
2792,115000
2793,140000
2794,135000
2795,135000
2796,135000
2797,143000
2798,140000
2799,140000
2800,100000
2801,135000
2802,135000
2803,110000
2804,115000
2805,100000
2806,100000
2807,145000
2808,140000
2809,135000
2810,139000
2811,161500
2812,140000
2813,190000
2814,190000
2815,117000
2816,223000
2817,145000
2818,110000
2819,151000
2820,140000
2821,135000
2822,239000
2823,200000
2824,136500
2825,108000
2826,139000
2827,140000
2828,190000
2829,176000
2830,315000
2831,185000
2832,215000
2833,190000
2834,190000
2835,190000
2836,190000
2837,140000
2838,152000
2839,185000
2840,185000
2841,185000
2842,190000
2843,155000
2844,286000
2845,100000
2846,190000
2847,185000
2848,185000
2849,190000
2850,250000
2851,215000
2852,190000
2853,190000
2854,140000
2855,185000
2856,190000
2857,190000
2858,180000
2859,140000
2860,127500
2861,157900
2862,190000
2863,140000
2864,250000
2865,145000
2866,130000
2867,129000
2868,140000
2869,115000
2870,140000
2871,135000
2872,68500
2873,140000
2874,135000
2875,140000
2876,135000
2877,86000
2878,115000
2879,135000
2880,115000
2881,190000
2882,140000
2883,140000
2884,140000
2885,140000
2886,139000
2887,135000
2888,140000
2889,86000
2890,86000
2891,140000
2892,115000
2893,135000
2894,100000
2895,215000
2896,275000
2897,190000
2898,135000
2899,181000
2900,170000
2901,190000
2902,180000
2903,190000
2904,190000
2905,115000
2906,176000
2907,117000
2908,135000
2909,185000
2910,80000
2911,80000
2912,140000
2913,86000
2914,80000
2915,88000
2916,88000
2917,52500
2918,135000
2919,190000
